证券代码,证券简称,上市日期,"华证ESG评级
[交易日期] 2009-12-31","华证ESG评级
[交易日期] 2010-12-31","华证ESG评级
[交易日期] 2011-12-31","华证ESG评级
[交易日期] 2012-12-31","华证ESG评级
[交易日期] 2013-12-31","华证ESG评级
[交易日期] 2014-12-31","华证ESG评级
[交易日期] 2015-12-31","华证ESG评级
[交易日期] 2016-12-31","华证ESG评级
[交易日期] 2017-12-31","华证ESG评级
[交易日期] 2018-12-31","华证ESG评级
[交易日期] 2019-12-31","华证ESG评级
[交易日期] 2020-12-31",2009_量化值,2010_量化值,2011_量化值,2012_量化值,2013_量化值,2014_量化值,2015_量化值,2016_量化值,2017_量化值,2018_量化值,2019_量化值,2020_量化值
603998.SH,方盛制药,2014-12-05,未上市,未上市,未上市,未上市,未上市,未上市,A,B,BB,BBB,B,BB,0,0,0,0,0,0,4,1,2,3,1,2
603999.SH,读者传媒,2015-12-10,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,AA,AA,A,AA,0,0,0,0,0,0,0,4,5,5,4,5
605001.SH,威奥股份,2020-05-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605003.SH,众望布艺,2020-09-08,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605005.SH,合兴股份,2021-01-19,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605006.SH,山东玻纤,2020-09-03,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
605007.SH,五洲特纸,2020-11-10,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605008.SH,长鸿高科,2020-08-21,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605009.SH,豪悦护理,2020-09-11,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
605016.SH,百龙创园,2021-04-21,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605018.SH,长华股份,2020-09-29,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605050.SH,福然德,2020-09-24,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605055.SH,迎丰股份,2021-01-29,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605058.SH,澳弘电子,2020-10-21,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605060.SH,联德股份,2021-03-01,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605066.SH,天正电气,2020-08-07,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605068.SH,明新旭腾,2020-11-23,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605077.SH,华康股份,2021-02-09,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605080.SH,浙江自然,2021-05-06,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605081.SH,太和水,2021-02-09,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605086.SH,龙高股份,2021-04-16,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605088.SH,冠盛股份,2020-08-17,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605089.SH,味知香,2021-04-27,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605090.SH,九丰能源,2021-05-25,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605098.SH,行动教育,2021-04-21,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605099.SH,共创草坪,2020-09-30,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
605100.SH,华丰股份,2020-08-11,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605108.SH,同庆楼,2020-07-16,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
605111.SH,新洁能,2020-09-28,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605116.SH,奥锐特,2020-09-21,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
605117.SH,德业股份,2021-04-20,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605118.SH,力鼎光电,2020-07-30,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605122.SH,四方新材,2021-03-10,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605123.SH,派克新材,2020-08-25,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605128.SH,上海沿浦,2020-09-15,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605133.SH,嵘泰股份,2021-02-24,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605136.SH,丽人丽妆,2020-09-29,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
605151.SH,西上海,2020-12-15,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605155.SH,西大门,2020-12-31,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605158.SH,华达新材,2020-08-05,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605166.SH,聚合顺,2020-06-18,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605168.SH,三人行,2020-05-28,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605169.SH,洪通燃气,2020-10-30,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
605177.SH,东亚药业,2020-11-25,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605178.SH,时空科技,2020-08-21,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BB,0,0,0,0,0,0,0,0,0,0,0,2
605179.SH,一鸣食品,2020-12-28,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605180.SH,华生科技,2021-04-30,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605183.SH,确成股份,2020-12-07,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605186.SH,健麾信息,2020-12-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605188.SH,国光连锁,2020-07-28,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
605189.SH,富春染织,2021-05-28,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605196.SH,华通线缆,2021-05-11,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605198.SH,德利股份,2020-09-18,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
605199.SH,葫芦娃,2020-07-10,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
605208.SH,永茂泰,2021-03-08,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605218.SH,伟时电子,2020-09-28,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605222.SH,起帆电缆,2020-07-31,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605228.SH,神通科技,2021-01-20,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605255.SH,天普股份,2020-08-25,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
605258.SH,协和电子,2020-12-03,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605266.SH,健之佳,2020-12-01,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605268.SH,王力安防,2021-02-24,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605277.SH,新亚电子,2021-01-06,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605286.SH,同力日升,2021-03-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605288.SH,凯迪股份,2020-06-01,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
605289.SH,罗曼股份,2021-04-26,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605296.SH,神农集团,2021-05-28,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605298.SH,必得科技,2021-03-01,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605299.SH,舒华体育,2020-12-15,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605300.SH,佳禾食品,2021-04-30,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605303.SH,园林股份,2021-03-01,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605305.SH,中际联合,2021-05-06,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605318.SH,法狮龙,2020-08-03,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
605333.SH,沪光股份,2020-08-18,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605336.SH,帅丰电器,2020-10-19,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605337.SH,李子园,2021-02-08,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605338.SH,巴比食品,2020-10-12,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
605339.SH,南侨食品,2021-05-18,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605358.SH,立昂微,2020-09-11,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605366.SH,宏柏新材,2020-08-12,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605368.SH,蓝天燃气,2021-01-29,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605369.SH,拱东医疗,2020-09-16,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
605376.SH,博迁新材,2020-12-08,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605377.SH,华旺科技,2020-12-28,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605378.SH,野马电池,2021-04-12,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605388.SH,均瑶健康,2020-08-18,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605389.SH,长龄液压,2021-03-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605398.SH,新炬网络,2021-01-21,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605399.SH,晨光新材,2020-08-04,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
605488.SH,福莱新材,2021-05-13,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605499.SH,东鹏饮料,2021-05-27,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
605500.SH,森林包装,2020-12-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688001.SH,华兴源创,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,A,0,0,0,0,0,0,0,0,0,0,3,4
688002.SH,睿创微纳,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,BB,0,0,0,0,0,0,0,0,0,0,3,2
688003.SH,天准科技,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,A,0,0,0,0,0,0,0,0,0,0,3,4
688004.SH,博汇科技,2020-06-12,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688005.SH,容百科技,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,B,0,0,0,0,0,0,0,0,0,0,3,1
688006.SH,杭可科技,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,BBB,0,0,0,0,0,0,0,0,0,0,3,3
688007.SH,光峰科技,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,AA,0,0,0,0,0,0,0,0,0,0,3,5
688008.SH,澜起科技,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,A,0,0,0,0,0,0,0,0,0,0,3,4
688009.SH,中国通号,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,AA,0,0,0,0,0,0,0,0,0,0,3,5
688010.SH,福光股份,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,BBB,0,0,0,0,0,0,0,0,0,0,3,3
688011.SH,新光光电,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,BBB,0,0,0,0,0,0,0,0,0,0,3,3
688012.SH,中微公司,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,BBB,0,0,0,0,0,0,0,0,0,0,3,3
688013.SH,天臣医疗,2020-09-28,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688015.SH,交控科技,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,A,0,0,0,0,0,0,0,0,0,0,3,4
688016.SH,心脉医疗,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,BBB,0,0,0,0,0,0,0,0,0,0,3,3
688017.SH,绿的谐波,2020-08-28,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688018.SH,乐鑫科技,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,BBB,0,0,0,0,0,0,0,0,0,0,3,3
688019.SH,安集科技,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,BBB,0,0,0,0,0,0,0,0,0,0,3,3
688020.SH,方邦股份,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,A,0,0,0,0,0,0,0,0,0,0,3,4
688021.SH,奥福环保,2019-11-06,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688022.SH,瀚川智能,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,BBB,0,0,0,0,0,0,0,0,0,0,3,3
688023.SH,安恒信息,2019-11-05,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688025.SH,杰普特,2019-10-31,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688026.SH,洁特生物,2020-01-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688027.SH,国盾量子,2020-07-09,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688028.SH,沃尔德,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,A,0,0,0,0,0,0,0,0,0,0,3,4
688029.SH,南微医学,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,A,0,0,0,0,0,0,0,0,0,0,3,4
688030.SH,山石网科,2019-09-30,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,A,0,0,0,0,0,0,0,0,0,0,4,4
688033.SH,天宜上佳,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,BBB,0,0,0,0,0,0,0,0,0,0,3,3
688036.SH,传音控股,2019-09-30,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,BBB,0,0,0,0,0,0,0,0,0,0,3,3
688037.SH,芯源微,2019-12-16,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688039.SH,当虹科技,2019-12-11,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688050.SH,爱博医疗,2020-07-29,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688051.SH,佳华科技,2020-03-20,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688055.SH,龙腾光电,2020-08-17,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688056.SH,莱伯泰科,2020-09-02,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688057.SH,金达莱,2020-11-11,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688058.SH,宝兰德,2019-11-01,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688059.SH,华锐精密,2021-02-08,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688060.SH,云涌科技,2020-07-10,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688063.SH,派能科技,2020-12-30,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688065.SH,凯赛生物,2020-08-12,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688066.SH,航天宏图,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,A,0,0,0,0,0,0,0,0,0,0,3,4
688068.SH,热景生物,2019-09-30,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,BBB,0,0,0,0,0,0,0,0,0,0,3,3
688069.SH,德林海,2020-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688070.SH,纵横股份,2021-02-10,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688076.SH,诺泰生物,2021-05-20,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688077.SH,大地熊,2020-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688078.SH,龙软科技,2019-12-30,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688079.SH,美迪凯,2021-03-02,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688080.SH,映翰通,2020-02-12,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688081.SH,兴图新科,2020-01-06,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688083.SH,中望软件,2021-03-11,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688085.SH,三友医疗,2020-04-09,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688086.SH,紫晶存储,2020-02-26,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688088.SH,虹软科技,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,A,0,0,0,0,0,0,0,0,0,0,4,4
688089.SH,嘉必优,2019-12-19,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,AA,0,0,0,0,0,0,0,0,0,0,0,5
688090.SH,瑞松科技,2020-02-17,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688092.SH,爱科科技,2021-03-19,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
